pick,round,team_key,player_key,game_id,league_id
86,9,331.l.793441.t.5,331.p.100022,331,793441
87,9,331.l.793441.t.1,331.p.9283,331,793441
88,9,331.l.793441.t.8,331.p.9348,331,793441
89,9,331.l.793441.t.6,331.p.25798,331,793441
90,9,331.l.793441.t.9,331.p.24057,331,793441
91,10,331.l.793441.t.9,331.p.8561,331,793441
92,10,331.l.793441.t.6,331.p.9286,331,793441
93,10,331.l.793441.t.8,331.p.6783,331,793441
94,10,331.l.793441.t.1,331.p.26708,331,793441
95,10,331.l.793441.t.5,331.p.4269,331,793441
96,10,331.l.793441.t.4,331.p.26697,331,793441
97,10,331.l.793441.t.3,331.p.6663,331,793441
98,10,331.l.793441.t.10,331.p.6624,331,793441
99,10,331.l.793441.t.2,331.p.26658,331,793441
100,10,331.l.793441.t.7,331.p.25730,331,793441
101,11,331.l.793441.t.7,331.p.24860,331,793441
102,11,331.l.793441.t.2,331.p.6763,331,793441
103,11,331.l.793441.t.10,331.p.27585,331,793441
104,11,331.l.793441.t.3,331.p.6390,331,793441
105,11,331.l.793441.t.4,331.p.24035,331,793441
106,11,331.l.793441.t.5,331.p.25785,331,793441
107,11,331.l.793441.t.1,331.p.8063,331,793441
108,11,331.l.793441.t.8,331.p.25794,331,793441
109,11,331.l.793441.t.6,331.p.27556,331,793441
110,11,331.l.793441.t.9,331.p.24822,331,793441
111,12,331.l.793441.t.9,331.p.24135,331,793441
112,12,331.l.793441.t.6,331.p.26534,331,793441
113,12,331.l.793441.t.8,331.p.25820,331,793441
114,12,331.l.793441.t.1,331.p.100007,331,793441
115,12,331.l.793441.t.5,331.p.26561,331,793441
116,12,331.l.793441.t.4,331.p.27622,331,793441
117,12,331.l.793441.t.3,331.p.7776,331,793441
118,12,331.l.793441.t.10,331.p.27548,331,793441
119,12,331.l.793441.t.2,331.p.27535,331,793441
120,12,331.l.793441.t.7,331.p.5477,331,793441
121,13,331.l.793441.t.7,331.p.6770,331,793441
122,13,331.l.793441.t.2,331.p.9066,331,793441
123,13,331.l.793441.t.10,331.p.27583,331,793441
124,13,331.l.793441.t.3,331.p.7306,331,793441
125,13,331.l.793441.t.4,331.p.24961,331,793441
126,13,331.l.793441.t.5,331.p.8277,331,793441
127,13,331.l.793441.t.1,331.p.8447,331,793441
128,13,331.l.793441.t.8,331.p.100012,331,793441
129,13,331.l.793441.t.6,331.p.9276,331,793441
130,13,331.l.793441.t.9,331.p.24815,331,793441
131,14,331.l.793441.t.9,331.p.8838,331,793441
132,14,331.l.793441.t.6,331.p.100004,331,793441
133,14,331.l.793441.t.8,331.p.7505,331,793441
134,14,331.l.793441.t.1,331.p.26650,331,793441
135,14,331.l.793441.t.5,331.p.25744,331,793441
136,14,331.l.793441.t.4,331.p.6760,331,793441
137,14,331.l.793441.t.3,331.p.100017,331,793441
138,14,331.l.793441.t.10,331.p.26644,331,793441
139,14,331.l.793441.t.2,331.p.24901,331,793441
140,14,331.l.793441.t.7,331.p.7924,331,793441
141,15,331.l.793441.t.7,331.p.25427,331,793441
142,15,331.l.793441.t.2,331.p.25773,331,793441
143,15,331.l.793441.t.10,331.p.100003,331,793441
144,15,331.l.793441.t.3,331.p.5447,331,793441
145,15,331.l.793441.t.4,331.p.100002,331,793441
146,15,331.l.793441.t.5,331.p.9560,331,793441
147,15,331.l.793441.t.1,331.p.27550,331,793441
148,15,331.l.793441.t.8,331.p.27378,331,793441
149,15,331.l.793441.t.6,331.p.24318,331,793441
150,15,331.l.793441.t.9,331.p.100033,331,793441
38,4,314.l.731544.t.1,314.p.8504,314,731544
39,4,314.l.731544.t.10,314.p.24851,314,731544
40,4,314.l.731544.t.12,314.p.24788,314,731544
41,4,314.l.731544.t.6,314.p.25785,314,731544
42,4,314.l.731544.t.2,314.p.8001,314,731544
43,4,314.l.731544.t.11,314.p.24845,314,731544
44,4,314.l.731544.t.4,314.p.8277,314,731544
45,4,314.l.731544.t.9,314.p.8982,314,731544
46,4,314.l.731544.t.7,314.p.9265,314,731544
47,4,314.l.731544.t.3,314.p.9293,314,731544
48,4,314.l.731544.t.5,314.p.7755,314,731544
49,5,314.l.731544.t.5,314.p.6390,314,731544
50,5,314.l.731544.t.3,314.p.5477,314,731544
51,5,314.l.731544.t.7,314.p.5521,314,731544
52,5,314.l.731544.t.9,314.p.24823,314,731544
53,5,314.l.731544.t.4,314.p.24062,314,731544
54,5,314.l.731544.t.11,314.p.8781,314,731544
55,5,314.l.731544.t.2,314.p.24858,314,731544
56,5,314.l.731544.t.6,314.p.24171,314,731544
57,5,314.l.731544.t.12,314.p.26684,314,731544
58,5,314.l.731544.t.10,314.p.7306,314,731544
59,5,314.l.731544.t.1,314.p.8332,314,731544
60,5,314.l.731544.t.8,314.p.9348,314,731544
61,6,314.l.731544.t.8,314.p.25712,314,731544
62,6,314.l.731544.t.1,314.p.100003,314,731544
63,6,314.l.731544.t.10,314.p.8813,314,731544
64,6,314.l.731544.t.12,314.p.100025,314,731544
65,6,314.l.731544.t.6,314.p.100026,314,731544
66,6,314.l.731544.t.2,314.p.25711,314,731544
67,6,314.l.731544.t.11,314.p.7027,314,731544
68,6,314.l.731544.t.4,314.p.24017,314,731544
69,6,314.l.731544.t.9,314.p.8826,314,731544
70,6,314.l.731544.t.7,314.p.6405,314,731544
71,6,314.l.731544.t.3,314.p.8285,314,731544
72,6,314.l.731544.t.5,314.p.7776,314,731544
73,7,314.l.731544.t.5,314.p.24035,314,731544
74,7,314.l.731544.t.3,314.p.25807,314,731544
75,7,314.l.731544.t.7,314.p.100034,314,731544
76,7,314.l.731544.t.9,314.p.8868,314,731544
77,7,314.l.731544.t.4,314.p.6624,314,731544
78,7,314.l.731544.t.11,314.p.23987,314,731544
79,7,314.l.731544.t.2,314.p.9353,314,731544
80,7,314.l.731544.t.6,314.p.7847,314,731544
81,7,314.l.731544.t.12,314.p.7801,314,731544
82,7,314.l.731544.t.10,314.p.24830,314,731544
83,7,314.l.731544.t.1,314.p.9039,314,731544
84,7,314.l.731544.t.8,314.p.24076,314,731544
85,8,314.l.731544.t.8,314.p.100007,314,731544
86,8,314.l.731544.t.1,314.p.8021,314,731544
87,8,314.l.731544.t.10,314.p.100017,314,731544
88,8,314.l.731544.t.12,314.p.26631,314,731544
89,8,314.l.731544.t.6,314.p.9001,314,731544
90,8,314.l.731544.t.2,314.p.25802,314,731544
91,8,314.l.731544.t.11,314.p.9393,314,731544
92,8,314.l.731544.t.4,314.p.26660,314,731544
93,8,314.l.731544.t.9,314.p.100004,314,731544
94,8,314.l.731544.t.7,314.p.25962,314,731544
95,8,314.l.731544.t.3,314.p.24901,314,731544
96,8,314.l.731544.t.5,314.p.6849,314,731544
97,9,314.l.731544.t.5,314.p.7867,314,731544
98,9,314.l.731544.t.3,314.p.24400,314,731544
99,9,314.l.731544.t.7,314.p.24869,314,731544
100,9,314.l.731544.t.9,314.p.6243,314,731544
101,9,314.l.731544.t.4,314.p.8825,314,731544
102,9,314.l.731544.t.11,314.p.6760,314,731544
103,9,314.l.731544.t.2,314.p.26681,314,731544
104,9,314.l.731544.t.6,314.p.25777,314,731544
105,9,314.l.731544.t.12,314.p.6663,314,731544
106,9,314.l.731544.t.10,314.p.24815,314,731544
107,9,314.l.731544.t.1,314.p.25885,314,731544
108,9,314.l.731544.t.8,314.p.24843,314,731544
109,10,314.l.731544.t.8,314.p.24057,314,731544
110,10,314.l.731544.t.1,314.p.8795,314,731544
111,10,314.l.731544.t.10,314.p.6770,314,731544
112,10,314.l.731544.t.12,314.p.8800,314,731544
113,10,314.l.731544.t.6,314.p.26561,314,731544
114,10,314.l.731544.t.2,314.p.7544,314,731544
115,10,314.l.731544.t.11,314.p.25806,314,731544
116,10,314.l.731544.t.4,314.p.8298,314,731544
117,10,314.l.731544.t.9,314.p.5448,314,731544
118,10,314.l.731544.t.7,314.p.24822,314,731544
119,10,314.l.731544.t.3,314.p.9294,314,731544
120,10,314.l.731544.t.5,314.p.100014,314,731544
121,11,314.l.731544.t.5,314.p.25723,314,731544
122,11,314.l.731544.t.3,314.p.24033,314,731544
123,11,314.l.731544.t.7,314.p.4269,314,731544
124,11,314.l.731544.t.9,314.p.25794,314,731544
125,11,314.l.731544.t.4,314.p.24164,314,731544
126,11,314.l.731544.t.11,314.p.9466,314,731544
127,11,314.l.731544.t.2,314.p.25939,314,731544
128,11,314.l.731544.t.6,314.p.6337,314,731544
129,11,314.l.731544.t.12,314.p.5046,314,731544
130,11,314.l.731544.t.10,314.p.9560,314,731544
131,11,314.l.731544.t.1,314.p.25715,314,731544
132,11,314.l.731544.t.8,314.p.9281,314,731544
133,12,314.l.731544.t.8,314.p.9276,314,731544
134,12,314.l.731544.t.1,314.p.9329,314,731544
135,12,314.l.731544.t.10,314.p.24935,314,731544
136,12,314.l.731544.t.12,314.p.25764,314,731544
137,12,314.l.731544.t.6,314.p.100023,314,731544
138,12,314.l.731544.t.2,314.p.8838,314,731544
139,12,314.l.731544.t.11,314.p.8561,314,731544
140,12,314.l.731544.t.4,314.p.23976,314,731544
141,12,314.l.731544.t.9,314.p.24889,314,731544
142,12,314.l.731544.t.7,314.p.100022,314,731544
143,12,314.l.731544.t.3,314.p.100033,314,731544
144,12,314.l.731544.t.5,314.p.26671,314,731544
145,13,314.l.731544.t.5,314.p.9284,314,731544
146,13,314.l.731544.t.3,314.p.9674,314,731544
147,13,314.l.731544.t.7,314.p.26652,314,731544
148,13,314.l.731544.t.9,314.p.25773,314,731544
149,13,314.l.731544.t.4,314.p.100009,314,731544
150,13,314.l.731544.t.11,314.p.27235,314,731544
151,13,314.l.731544.t.2,314.p.7149,314,731544
152,13,314.l.731544.t.6,314.p.7206,314,731544
153,13,314.l.731544.t.12,314.p.25755,314,731544
154,13,314.l.731544.t.10,314.p.24932,314,731544
155,13,314.l.731544.t.1,314.p.9372,314,731544
156,13,314.l.731544.t.8,314.p.8327,314,731544
157,14,314.l.731544.t.8,314.p.9271,314,731544
158,14,314.l.731544.t.1,314.p.23996,314,731544
159,14,314.l.731544.t.10,314.p.8416,314,731544
160,14,314.l.731544.t.12,314.p.24856,314,731544
161,14,314.l.731544.t.6,314.p.26748,314,731544
162,14,314.l.731544.t.2,314.p.8565,314,731544
163,14,314.l.731544.t.11,314.p.100016,314,731544
164,14,314.l.731544.t.4,314.p.26534,314,731544
165,14,314.l.731544.t.9,314.p.26650,314,731544
166,14,314.l.731544.t.7,314.p.7177,314,731544
167,14,314.l.731544.t.3,314.p.25880,314,731544
168,14,314.l.731544.t.5,314.p.8063,314,731544
169,15,314.l.731544.t.5,314.p.26682,314,731544
170,15,314.l.731544.t.3,314.p.25427,314,731544
171,15,314.l.731544.t.7,314.p.24053,314,731544
172,15,314.l.731544.t.9,314.p.100027,314,731544
173,15,314.l.731544.t.4,314.p.25730,314,731544
174,15,314.l.731544.t.11,314.p.4587,314,731544
175,15,314.l.731544.t.2,314.p.100019,314,731544
176,15,314.l.731544.t.6,314.p.7520,314,731544
177,15,314.l.731544.t.12,314.p.100024,314,731544
178,15,314.l.731544.t.10,314.p.6558,314,731544
179,15,314.l.731544.t.1,314.p.24844,314,731544
180,15,314.l.731544.t.8,314.p.7223,314,731544
1,1,273.l.777818.t.9,273.p.9527,273,777818
2,1,273.l.777818.t.2,273.p.8832,273,777818
3,1,273.l.777818.t.3,273.p.9317,273,777818
4,1,273.l.777818.t.10,273.p.8256,273,777818
5,1,273.l.777818.t.5,273.p.7200,273,777818
6,1,273.l.777818.t.8,273.p.8781,273,777818
7,1,273.l.777818.t.12,273.p.5228,273,777818
8,1,273.l.777818.t.7,273.p.24017,273,777818
9,1,273.l.777818.t.4,273.p.5479,273,777818
10,1,273.l.777818.t.1,273.p.8801,273,777818
11,1,273.l.777818.t.6,273.p.8821,273,777818
12,1,273.l.777818.t.11,273.p.9265,273,777818
13,2,273.l.777818.t.11,273.p.7809,273,777818
14,2,273.l.777818.t.6,273.p.24788,273,777818
15,2,273.l.777818.t.1,273.p.24070,273,777818
16,2,273.l.777818.t.4,273.p.6762,273,777818
17,2,273.l.777818.t.7,273.p.8780,273,777818
18,2,273.l.777818.t.12,273.p.8266,273,777818
19,2,273.l.777818.t.8,273.p.8850,273,777818
20,2,273.l.777818.t.5,273.p.24793,273,777818
21,2,273.l.777818.t.10,273.p.24791,273,777818
22,2,273.l.777818.t.3,273.p.24858,273,777818
23,2,273.l.777818.t.2,273.p.6339,273,777818
24,2,273.l.777818.t.9,273.p.24553,273,777818
25,3,273.l.777818.t.9,273.p.23987,273,777818
26,3,273.l.777818.t.2,273.p.7868,273,777818
27,3,273.l.777818.t.3,273.p.7203,273,777818
28,3,273.l.777818.t.10,273.p.25713,273,777818
29,3,273.l.777818.t.5,273.p.7801,273,777818
30,3,273.l.777818.t.8,273.p.6760,273,777818
31,3,273.l.777818.t.12,273.p.6783,273,777818
32,3,273.l.777818.t.7,273.p.8261,273,777818
33,3,273.l.777818.t.4,273.p.7027,273,777818
34,3,273.l.777818.t.1,273.p.6624,273,777818
35,3,273.l.777818.t.6,273.p.8813,273,777818
36,3,273.l.777818.t.11,273.p.5521,273,777818
37,4,273.l.777818.t.11,273.p.9293,273,777818
38,4,273.l.777818.t.6,273.p.7241,273,777818
39,4,273.l.777818.t.1,273.p.6913,273,777818
40,4,273.l.777818.t.4,273.p.8504,273,777818
41,4,273.l.777818.t.7,273.p.8001,273,777818
42,4,273.l.777818.t.12,273.p.9286,273,777818
43,4,273.l.777818.t.8,273.p.9348,273,777818
44,4,273.l.777818.t.5,273.p.8063,273,777818
45,4,273.l.777818.t.10,273.p.9283,273,777818
46,4,273.l.777818.t.3,273.p.6460,273,777818
47,4,273.l.777818.t.2,273.p.6359,273,777818
48,4,273.l.777818.t.9,273.p.24171,273,777818
49,5,273.l.777818.t.9,273.p.8021,273,777818
50,5,273.l.777818.t.2,273.p.9001,273,777818
51,5,273.l.777818.t.3,273.p.6663,273,777818
52,5,273.l.777818.t.10,273.p.25741,273,777818
53,5,273.l.777818.t.5,273.p.24088,273,777818
54,5,273.l.777818.t.8,273.p.8868,273,777818
55,5,273.l.777818.t.12,273.p.24062,273,777818
56,5,273.l.777818.t.7,273.p.7237,273,777818
57,5,273.l.777818.t.4,273.p.7306,273,777818
58,5,273.l.777818.t.1,273.p.23999,273,777818
59,5,273.l.777818.t.6,273.p.7755,273,777818
60,5,273.l.777818.t.11,273.p.7751,273,777818
61,6,273.l.777818.t.11,273.p.8277,273,777818
62,6,273.l.777818.t.6,273.p.23997,273,777818
63,6,273.l.777818.t.1,273.p.8982,273,777818
64,6,273.l.777818.t.4,273.p.8825,273,777818
65,6,273.l.777818.t.7,273.p.8790,273,777818
66,6,273.l.777818.t.12,273.p.8826,273,777818
67,6,273.l.777818.t.8,273.p.5477,273,777818
68,6,273.l.777818.t.5,273.p.9004,273,777818
69,6,273.l.777818.t.10,273.p.5448,273,777818
70,6,273.l.777818.t.3,273.p.4256,273,777818
71,6,273.l.777818.t.2,273.p.9284,273,777818
72,6,273.l.777818.t.9,273.p.6763,273,777818
73,7,273.l.777818.t.9,273.p.6405,273,777818
74,7,273.l.777818.t.2,273.p.25712,273,777818
75,7,273.l.777818.t.3,273.p.24845,273,777818
76,7,273.l.777818.t.10,273.p.3950,273,777818
77,7,273.l.777818.t.5,273.p.9039,273,777818
78,7,273.l.777818.t.8,273.p.5046,273,777818
79,7,273.l.777818.t.12,273.p.23996,273,777818
80,7,273.l.777818.t.7,273.p.9271,273,777818
81,7,273.l.777818.t.4,273.p.100025,273,777818
82,7,273.l.777818.t.1,273.p.8329,273,777818
83,7,273.l.777818.t.6,273.p.8841,273,777818
84,7,273.l.777818.t.11,273.p.9353,273,777818
85,8,273.l.777818.t.11,273.p.7760,273,777818
86,8,273.l.777818.t.6,273.p.9294,273,777818
87,8,273.l.777818.t.1,273.p.100003,273,777818
88,8,273.l.777818.t.4,273.p.8281,273,777818
89,8,273.l.777818.t.7,273.p.100023,273,777818
90,8,273.l.777818.t.12,273.p.100021,273,777818
91,8,273.l.777818.t.8,273.p.100033,273,777818
92,8,273.l.777818.t.5,273.p.100009,273,777818
93,8,273.l.777818.t.10,273.p.100034,273,777818
94,8,273.l.777818.t.3,273.p.100026,273,777818
95,8,273.l.777818.t.2,273.p.100019,273,777818
96,8,273.l.777818.t.9,273.p.100017,273,777818
97,9,273.l.777818.t.9,273.p.4587,273,777818
98,9,273.l.777818.t.2,273.p.25730,273,777818
99,9,273.l.777818.t.3,273.p.8447,273,777818
100,9,273.l.777818.t.10,273.p.7867,273,777818
101,9,273.l.777818.t.5,273.p.24935,273,777818
102,9,273.l.777818.t.8,273.p.7149,273,777818
103,9,273.l.777818.t.12,273.p.25427,273,777818
104,9,273.l.777818.t.7,273.p.2034,273,777818
105,9,273.l.777818.t.4,273.p.9329,273,777818
106,9,273.l.777818.t.1,273.p.9295,273,777818
107,9,273.l.777818.t.6,273.p.8416,273,777818
108,9,273.l.777818.t.11,273.p.100020,273,777818
109,10,273.l.777818.t.11,273.p.24846,273,777818
110,10,273.l.777818.t.6,273.p.24076,273,777818
111,10,273.l.777818.t.1,273.p.6770,273,777818
112,10,273.l.777818.t.4,273.p.6390,273,777818
113,10,273.l.777818.t.7,273.p.9291,273,777818
114,10,273.l.777818.t.12,273.p.24860,273,777818
115,10,273.l.777818.t.8,273.p.24892,273,777818
116,10,273.l.777818.t.5,273.p.7774,273,777818
117,10,273.l.777818.t.10,273.p.7776,273,777818
118,10,273.l.777818.t.3,273.p.24932,273,777818
119,10,273.l.777818.t.2,273.p.9674,273,777818
120,10,273.l.777818.t.9,273.p.9514,273,777818
121,11,273.l.777818.t.9,273.p.24831,273,777818
122,11,273.l.777818.t.2,273.p.25715,273,777818
123,11,273.l.777818.t.3,273.p.8298,273,777818
124,11,273.l.777818.t.10,273.p.25711,273,777818
125,11,273.l.777818.t.5,273.p.24964,273,777818
126,11,273.l.777818.t.8,273.p.6849,273,777818
127,11,273.l.777818.t.12,273.p.7544,273,777818
128,11,273.l.777818.t.7,273.p.8916,273,777818
129,11,273.l.777818.t.4,273.p.9274,273,777818
130,11,273.l.777818.t.1,273.p.7180,273,777818
131,11,273.l.777818.t.6,273.p.8800,273,777818
132,11,273.l.777818.t.11,273.p.8807,273,777818
133,12,273.l.777818.t.11,273.p.8561,273,777818
134,12,273.l.777818.t.6,273.p.100010,273,777818
135,12,273.l.777818.t.1,273.p.7492,273,777818
136,12,273.l.777818.t.4,273.p.7847,273,777818
137,12,273.l.777818.t.7,273.p.24795,273,777818
138,12,273.l.777818.t.12,273.p.9281,273,777818
139,12,273.l.777818.t.8,273.p.8332,273,777818
140,12,273.l.777818.t.5,273.p.25105,273,777818
141,12,273.l.777818.t.10,273.p.24851,273,777818
142,12,273.l.777818.t.3,273.p.6337,273,777818
143,12,273.l.777818.t.2,273.p.24825,273,777818
144,12,273.l.777818.t.9,273.p.8285,273,777818
145,13,273.l.777818.t.9,273.p.5463,273,777818
146,13,273.l.777818.t.2,273.p.8872,273,777818
147,13,273.l.777818.t.3,273.p.4262,273,777818
148,13,273.l.777818.t.10,273.p.24813,273,777818
149,13,273.l.777818.t.5,273.p.8795,273,777818
150,13,273.l.777818.t.8,273.p.7206,273,777818
151,13,273.l.777818.t.12,273.p.9391,273,777818
152,13,273.l.777818.t.7,273.p.25755,273,777818
153,13,273.l.777818.t.4,273.p.24822,273,777818
154,13,273.l.777818.t.1,273.p.24830,273,777818
155,13,273.l.777818.t.6,273.p.7434,273,777818
156,13,273.l.777818.t.11,273.p.6407,273,777818
157,14,273.l.777818.t.11,273.p.24033,273,777818
158,14,273.l.777818.t.6,273.p.23984,273,777818
159,14,273.l.777818.t.1,273.p.9222,273,777818
160,14,273.l.777818.t.4,273.p.100008,273,777818
161,14,273.l.777818.t.7,273.p.9037,273,777818
162,14,273.l.777818.t.12,273.p.25744,273,777818
163,14,273.l.777818.t.8,273.p.9030,273,777818
164,14,273.l.777818.t.5,273.p.7520,273,777818
165,14,273.l.777818.t.10,273.p.8838,273,777818
166,14,273.l.777818.t.3,273.p.6765,273,777818
167,14,273.l.777818.t.2,273.p.6243,273,777818
168,14,273.l.777818.t.9,273.p.7426,273,777818
169,15,273.l.777818.t.9,273.p.100002,273,777818
170,15,273.l.777818.t.2,273.p.7177,273,777818
171,15,273.l.777818.t.3,273.p.8565,273,777818
172,15,273.l.777818.t.10,273.p.6824,273,777818
173,15,273.l.777818.t.5,273.p.8354,273,777818
174,15,273.l.777818.t.8,273.p.24907,273,777818
175,15,273.l.777818.t.12,273.p.1111,273,777818
176,15,273.l.777818.t.7,273.p.9032,273,777818
177,15,273.l.777818.t.4,273.p.7223,273,777818
178,15,273.l.777818.t.1,273.p.25742,273,777818
179,15,273.l.777818.t.6,273.p.23976,273,777818
180,15,273.l.777818.t.11,273.p.7527,273,777818
